issn,fuente,tipo_cruce,resultado,similitud
0122-5383,facts,titulo_secundario_fuzzy,coincidencia,85.5
1900-4699,facts,titulo_secundario_fuzzy,coincidencia,85.5
0124-0021,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-8942,facts,titulo_secundario_fuzzy,coincidencia,90.0
1909-9746,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-8462,facts,titulo_secundario_fuzzy,coincidencia,90.0
2027-1557,facts,titulo_secundario_fuzzy,coincidencia,90.0
0123-3769,facts,titulo_secundario_fuzzy,coincidencia,90.0
0123-3475,facts,titulo_secundario_fuzzy,coincidencia,90.0
0124-0781,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-7555,facts,titulo_secundario_fuzzy,coincidencia,85.5
1657-9089,facts,titulo_secundario_fuzzy,coincidencia,90.0
0121-117X,facts,titulo_secundario_fuzzy,coincidencia,85.5
0123-9392,facts,titulo_secundario_fuzzy,coincidencia,94.11764705882352
1900-9607,facts,titulo_secundario_fuzzy,coincidencia,90.0
2027-2391,facts,titulo_secundario_fuzzy,coincidencia,90.0
0122-8900,facts,titulo_secundario_fuzzy,coincidencia,90.0
0122-2066,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-3576,facts,titulo_secundario_fuzzy,coincidencia,90.0
2027-7822,facts,titulo_secundario_fuzzy,coincidencia,85.5
2145-9932,facts,titulo_secundario_fuzzy,coincidencia,85.5
1657-8651,facts,titulo_secundario_fuzzy,coincidencia,85.5
1657-4214,facts,titulo_secundario_fuzzy,coincidencia,90.0
0121-0041,facts,titulo_secundario_fuzzy,coincidencia,90.0
1692-8415,facts,titulo_secundario_fuzzy,coincidencia,90.0
0123-8884,facts,titulo_secundario_fuzzy,coincidencia,90.0
1794-6638,facts,titulo_secundario_exacto,coincidencia,100.0
1794-6298,facts,titulo_secundario_fuzzy,coincidencia,85.5
2011-3501,facts,titulo_secundario_fuzzy,coincidencia,90.0
1657-9553,facts,titulo_secundario_fuzzy,coincidencia,90.0
1794-8347,facts,titulo_secundario_fuzzy,coincidencia,90.0
1909-9851,facts,titulo_secundario_fuzzy,coincidencia,85.71428571428571
2011-8643,facts,titulo_secundario_fuzzy,coincidencia,90.0
1692-5238,facts,titulo_secundario_fuzzy,coincidencia,85.5
2145-6445,facts,titulo_secundario_fuzzy,coincidencia,90.0
2011-513X,facts,titulo_secundario_fuzzy,coincidencia,90.0
2215-7840,facts,titulo_secundario_fuzzy,coincidencia,90.0
2027-3401,facts,titulo_secundario_fuzzy,coincidencia,90.0
1692-7427,facts,titulo_secundario_fuzzy,coincidencia,90.0
2027-923X,facts,titulo_secundario_fuzzy,coincidencia,94.11764705882352
0122-6150,facts,titulo_secundario_fuzzy,coincidencia,85.71428571428571
0120-4319,facts,titulo_secundario_fuzzy,coincidencia,85.5
2027-4297,facts,titulo_secundario_fuzzy,coincidencia,90.0
0124-6542,facts,titulo_secundario_fuzzy,coincidencia,90.0
1794-4724,facts,titulo_secundario_fuzzy,coincidencia,90.0
0121-5256,facts,titulo_secundario_exacto,coincidencia,100.0
1909-2814,facts,titulo_secundario_fuzzy,coincidencia,90.0
0304-3584,facts,titulo_secundario_fuzzy,coincidencia,85.71428571428571
0122-0667,facts,titulo_secundario_fuzzy,coincidencia,90.0
0123-7756,facts,titulo_secundario_fuzzy,coincidencia,90.0
2216-1473,facts,titulo_secundario_fuzzy,coincidencia,85.5
1692-7273,facts,titulo_secundario_fuzzy,coincidencia,85.5
0120-0135,facts,titulo_secundario_fuzzy,coincidencia,85.5
1657-3412,facts,titulo_secundario_fuzzy,coincidencia,90.0
2145-6569,facts,titulo_secundario_fuzzy,coincidencia,85.5
2145-2946,facts,titulo_secundario_fuzzy,coincidencia,90.0
2256-3342,facts,titulo_secundario_fuzzy,coincidencia,90.0
1657-0448,facts,titulo_secundario_fuzzy,coincidencia,90.0
2256-1676,facts,titulo_secundario_fuzzy,coincidencia,85.5
0123-1154,facts,titulo_secundario_fuzzy,coincidencia,90.0
0123-5931,facts,titulo_secundario_fuzzy,coincidencia,90.0
2027-1840,facts,titulo_secundario_fuzzy,coincidencia,90.0
2011-5318,facts,titulo_secundario_fuzzy,coincidencia,85.5
1900-9771,facts,titulo_secundario_fuzzy,coincidencia,85.5
2215-7190,facts,titulo_secundario_fuzzy,coincidencia,90.0
0122-1213,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-5498,facts,titulo_secundario_exacto,coincidencia,100.0
0120-3630,facts,titulo_secundario_fuzzy,coincidencia,85.5
0120-131X,facts,titulo_secundario_fuzzy,coincidencia,85.5
1692-8156,facts,titulo_secundario_fuzzy,coincidencia,85.5
0123-4471,facts,titulo_secundario_fuzzy,coincidencia,85.5
1909-2407,facts,titulo_secundario_fuzzy,coincidencia,90.0
2248-7441,facts,titulo_secundario_fuzzy,coincidencia,90.0
1794-161X,facts,titulo_secundario_fuzzy,coincidencia,87.5
0120-4874,facts,titulo_secundario_fuzzy,coincidencia,90.0
0122-9729,facts,titulo_secundario_fuzzy,coincidencia,90.0
2322-9721,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-8748,facts,titulo_secundario_fuzzy,coincidencia,86.08695652173914
1692-8989,facts,titulo_secundario_fuzzy,coincidencia,85.5
0041-9095,facts,titulo_secundario_fuzzy,coincidencia,90.0
0121-2095,facts,titulo_secundario_fuzzy,coincidencia,85.71428571428571
2027-9035,facts,titulo_secundario_fuzzy,coincidencia,90.0
0121-747X,facts,titulo_secundario_fuzzy,coincidencia,85.5
2215-8987,facts,titulo_secundario_fuzzy,coincidencia,90.0
0123-7047,facts,titulo_secundario_fuzzy,coincidencia,90.0
1900-5016,facts,titulo_secundario_fuzzy,coincidencia,90.0
1657-463X,facts,titulo_secundario_fuzzy,coincidencia,85.71428571428571
2216-0965,facts,titulo_secundario_fuzzy,coincidencia,85.5
2027-1034,facts,titulo_secundario_fuzzy,coincidencia,85.5
0120-677X,facts,titulo_secundario_fuzzy,coincidencia,85.5
2346-4712,facts,titulo_secundario_fuzzy,coincidencia,85.5
0124-308X,facts,titulo_secundario_fuzzy,coincidencia,85.5
0120-2650,facts,titulo_secundario_fuzzy,coincidencia,85.5
0123-2576,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-0380,facts,titulo_secundario_fuzzy,coincidencia,90.9090909090909
0120-8454,facts,titulo_secundario_fuzzy,coincidencia,90.0
2145-5333,facts,titulo_secundario_fuzzy,coincidencia,85.5
2027-8918,facts,titulo_secundario_fuzzy,coincidencia,90.0
2145-6194,facts,titulo_secundario_fuzzy,coincidencia,85.5
0122-9354,facts,titulo_secundario_fuzzy,coincidencia,90.25
2145-1362,facts,titulo_secundario_fuzzy,coincidencia,85.5
0120-8705,facts,titulo_secundario_fuzzy,coincidencia,90.0
2011-5415,facts,titulo_secundario_fuzzy,coincidencia,85.26315789473685
2215-8405,facts,titulo_secundario_fuzzy,coincidencia,90.0
1657-8236,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-6788,facts,titulo_secundario_fuzzy,coincidencia,85.5
1909-5775,facts,titulo_secundario_fuzzy,coincidencia,85.5
2011-3188,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-4173,facts,titulo_secundario_fuzzy,coincidencia,85.71428571428571
1692-5114,facts,titulo_secundario_fuzzy,coincidencia,90.0
0123-4250,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-3800,facts,titulo_secundario_fuzzy,coincidencia,90.0
0123-2614,facts,titulo_secundario_fuzzy,coincidencia,85.5
1909-8642,facts,titulo_secundario_fuzzy,coincidencia,90.0
1909-230X,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-095X,facts,titulo_secundario_fuzzy,coincidencia,90.0
2027-1433,facts,titulo_secundario_fuzzy,coincidencia,85.5
1900-9909,facts,titulo_secundario_fuzzy,coincidencia,90.0
2011-074X,facts,titulo_secundario_fuzzy,coincidencia,90.0
2027-7458,facts,titulo_secundario_fuzzy,coincidencia,90.0
0123-9678,facts,titulo_secundario_fuzzy,coincidencia,90.0
0121-7372,facts,titulo_secundario_fuzzy,coincidencia,90.0
1692-9918,facts,titulo_secundario_fuzzy,coincidencia,85.5
1692-3502,facts,titulo_secundario_fuzzy,coincidencia,90.0
2027-8047,facts,titulo_secundario_fuzzy,coincidencia,85.5
0123-2592,facts,titulo_secundario_exacto,coincidencia,100.0
1657-7663,facts,titulo_secundario_fuzzy,coincidencia,90.0
0122-011X,facts,titulo_secundario_fuzzy,coincidencia,90.0
0123-4676,facts,titulo_secundario_fuzzy,coincidencia,90.0
1909-7891,facts,titulo_secundario_fuzzy,coincidencia,90.0
1692-3103,facts,titulo_secundario_fuzzy,coincidencia,90.0
0120-6680,facts,titulo_secundario_exacto,coincidencia,100.0
1657-5946,facts,titulo_secundario_fuzzy,coincidencia,85.5
0120-9833,facts,titulo_secundario_fuzzy,coincidencia,85.26315789473685
1692-0880,facts,titulo_secundario_exacto,coincidencia,100.0
0122-9534,facts,titulo_secundario_fuzzy,coincidencia,90.25
1012-7410,facts,titulo_secundario_fuzzy,coincidencia,90.0
0121-2532,facts,titulo_secundario_fuzzy,coincidencia,85.5
0120-3797,facts,titulo_secundario_fuzzy,coincidencia,90.0
2215-7727,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1657-9267,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2590-8669,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2462-8794,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2346-206X,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2665-4385,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2665-2420,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0123-5362,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2357-4720,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2346-0806,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2346-3775,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2256-4322,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2500-5324,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2422-4200,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2665-1327,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2389-7864,openapc,titulo_secundario_fuzzy,coincidencia,87.5
2322-6889,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0123-4641,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2389-9050,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2462-991X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-2596,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2389-9980,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2357-3848,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2011-799X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1909-0528,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0121-4705,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2422-3182,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2248-4345,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2256-5442,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2382-4581,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1900-6152,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2500-5421,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2256-2273,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2027-7679,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2145-4515,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1856-9536,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2011-3080,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2248-4337,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2462-8190,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1909-7735,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2145-2660,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2256-2958,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2422-3794,openapc,titulo_secundario_fuzzy,coincidencia,94.11764705882352
2256-5450,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2357-626X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2346-2426,openapc,titulo_secundario_fuzzy,coincidencia,86.4
2539-4711,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1900-1649,openapc,titulo_secundario_fuzzy,coincidencia,85.26315789473685
2215-9959,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2256-5647,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2011-7663,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2216-1368,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1909-7700,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2145-4507,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2665-4814,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2389-7856,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-0534,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1794-9920,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2619-2551,openapc,titulo_secundario_fuzzy,coincidencia,85.71428571428571
2462-859X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2382-4018,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2322-9675,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2344-8350,openapc,titulo_secundario_fuzzy,coincidencia,95.23809523809523
0120-5587,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2346-1829,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2462-9448,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2256-5485,openapc,titulo_secundario_fuzzy,coincidencia,85.71428571428571
2745-1402,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2389-8526,openapc,titulo_secundario_fuzzy,coincidencia,90.25
2463-0470,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2500-8684,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2389-7848,openapc,titulo_secundario_fuzzy,coincidencia,86.95652173913044
2011-3668,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2145-132X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2500-6177,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2248-4078,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2390-0016,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1909-8758,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0121-3784,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2145-9797,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2389-993X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2339-3459,openapc,titulo_secundario_exacto,coincidencia,100.0
2145-4531,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2323-0126,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2027-1352,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2256-2796,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0120-4807,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2346-2183,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2590-7379,openapc,titulo_secundario_fuzzy,coincidencia,94.73684210526316
2256-3334,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2256-201X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2322-777X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0124-5821,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2248-6011,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2500-7645,openapc,titulo_secundario_fuzzy,coincidencia,85.71428571428571
2590-9215,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2346-1691,openapc,titulo_secundario_fuzzy,coincidencia,85.26315789473685
2500-5316,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2389-7732,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2357-6308,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1657-9534,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2462-8603,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2256-5493,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2145-8499,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2463-1469,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2027-145X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2145-9169,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1012-8255,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2215-9177,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2619-4066,openapc,titulo_secundario_exacto,coincidencia,100.0
2256-5248,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2538-9866,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2382-3860,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1909-7719,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2248-6054,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2145-8480,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2422-3719,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2145-8553,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1900-2386,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2500-5375,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-4211,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2539-3804,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2256-3067,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2011-7922,openapc,titulo_secundario_exacto,coincidencia,100.0
0121-5051,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1900-6004,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2539-200X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2344-7214,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2027-5366,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1909-9959,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2027-2448,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2215-969X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2539-5203,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2145-7166,openapc,titulo_secundario_fuzzy,coincidencia,85.71428571428571
2500-8692,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2346-0199,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2500-6517,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2027-2103,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2216-1201,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2389-9387,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0120-5927,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2346-0253,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2339-3874,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2665-5837,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2389-8194,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-4483,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-548X,openapc,titulo_secundario_fuzzy,coincidencia,85.26315789473685
0120-4661,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0124-5376,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1794-8932,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-100X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2011-4532,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0123-9015,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-3886,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0124-2121,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-0283,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0122-8803,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1692-5777,openapc,titulo_secundario_fuzzy,coincidencia,95.0
0122-7483,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2011-5474,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1692-6013,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0122-5197,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0124-0579,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0120-2448,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0122-7238,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1692-2530,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1657-4702,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1692-715X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2011-0324,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0034-7418,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1657-7027,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2248-6046,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1657-320X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-159X,openapc,titulo_secundario_fuzzy,coincidencia,85.71428571428571
1692-0279,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2027-1786,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2027-4688,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-386X,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1909-9762,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0123-4226,openapc,titulo_secundario_fuzzy,coincidencia,85.71428571428571
1900-9895,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2011-2106,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1794-6670,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1794-6190,openapc,titulo_secundario_exacto,coincidencia,100.0
0120-0488,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0123-3068,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0123-4986,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0120-4157,openapc,titulo_secundario_fuzzy,coincidencia,94.73684210526316
2322-9381,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-4688,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0121-8417,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0122-1701,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1657-6357,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1657-0308,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1657-107X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-0976,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1692-3561,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0120-2952,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0124-4108,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0121-1617,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2216-0159,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0121-053X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-0690,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0124-2253,openapc,titulo_secundario_fuzzy,coincidencia,95.23809523809523
0121-4381,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1657-4206,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0124-7913,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1794-9998,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0121-4772,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0121-5612,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0121-215X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0121-3814,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-0739,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-3932,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0012-7353,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2011-2173,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0120-6346,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2027-5137,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0124-8170,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1909-8391,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0120-0011,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1909-941X,openapc,titulo_secundario_fuzzy,coincidencia,86.95652173913044
0121-6805,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0122-8102,openapc,titulo_secundario_fuzzy,coincidencia,85.26315789473685
1900-6586,openapc,titulo_secundario_fuzzy,coincidencia,85.71428571428571
1794-2470,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1657-4915,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-5323,openapc,titulo_secundario_fuzzy,coincidencia,86.4
0120-419X,openapc,titulo_secundario_fuzzy,coincidencia,86.95652173913044
0121-4004,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-2456,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1692-8261,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2145-4892,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2145-549X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-0062,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0122-5383,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1900-4699,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0124-0021,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-8942,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1909-9746,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-8462,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2027-1557,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0123-3769,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0123-3475,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0124-0781,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-7555,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1657-9089,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0121-117X,openapc,titulo_secundario_fuzzy,coincidencia,85.5
0123-9392,openapc,titulo_secundario_fuzzy,coincidencia,94.11764705882352
1900-9607,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2027-2391,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0122-8900,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0122-2066,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0120-3576,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2027-7822,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2145-9932,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1657-8651,openapc,titulo_secundario_fuzzy,coincidencia,85.5
1657-4214,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0121-0041,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1692-8415,openapc,titulo_secundario_fuzzy,coincidencia,90.0
0123-8884,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1794-6638,openapc,titulo_secundario_exacto,coincidencia,100.0
1794-6298,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2011-3501,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1657-9553,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1794-8347,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1909-9851,openapc,titulo_secundario_fuzzy,coincidencia,85.71428571428571
2011-8643,openapc,titulo_secundario_fuzzy,coincidencia,90.0
1692-5238,openapc,titulo_secundario_fuzzy,coincidencia,85.5
2145-6445,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2011-513X,openapc,titulo_secundario_fuzzy,coincidencia,90.0
2215-7840,openapc,titulo_secundario_fuzzy,coincidencia,90.0
